OBJECTID,Type,IsConcealed,LocationConfidenceMeters,ExistenceConfidence,IdentityConfidence,Symbol,Label,DataSourceID,Notes,ContactsAndFaults_ID,Shape_Length
"284",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0284,"1560.165599833966"
"285",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0285,"2418.286592641481"
"286",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0286,"542.2004798076156"
"287",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0287,"3085.024864849589"
"288",waterline,N,"5",certain,certain,"15.02",,DAS1,Aerial Photo,CAF0288,"2973.567989182909"
"289",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0289,"1969.987195328383"
"290",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0290,"1783.747583078791"
"291",fault,N,"5",certain,certain,02.01.01,,DAS1,Lidar,CAF0291,"830.2801262184094"
"292",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0292,"590.9342561699928"
"293",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0293,"585.0740351147044"
"294",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0294,"502.8779988551134"
"295",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0295,"352.2249646486536"
"296",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0296,"342.3830449681711"
"297",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0297,"374.1437053936681"
"298",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0298,"647.9059299860648"
"299",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0299,"452.8894891558766"
"300",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0300,"217.196697898909"
"301",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0301,"407.4834046646091"
"302",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0302,"600.1426964591229"
"303",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0303,"653.3380659085885"
"304",fault,N,"10",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0304,"2202.587707990621"
"305",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0305,"943.2399720353939"
"306",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0306,"1153.444928869682"
"307",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0307,"2857.375476530483"
"308",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0308,"317.2795473114284"
"309",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0309,"214.6638416189911"
"310",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0310,"320.3887880174775"
"311",waterline,N,"5",certain,certain,"15.02",,DAS1,,CAF0311,"12544.60499637516"
"312",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0312,"4343.405900152741"
"313",contact,N,"10",certain,certain,01.01.01,,DAS3,,CAF0313,"1070.722417767205"
"314",contact,N,"10",certain,certain,01.01.01,,DAS3,,CAF0314,"2452.263602623928"
"315",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0315,"1002.269264741261"
"316",fault,N,"5",certain,certain,02.01.03,,DAS1,,CAF0316,"902.4700859472525"
"317",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0317,"242.0496929886391"
"318",fault,N,"5",certain,certain,02.01.03,,DAS1,,CAF0318,"339.7091632011408"
"319",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0319,"268.1891181198831"
"320",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0320,"237.6273545995076"
"321",fault,Y,"10",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0321,"265.6583047084696"
"322",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0322,"495.2445149389981"
"323",fault,Y,"10",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0323,"186.1249900133816"
"324",fault,N,"10",certain,certain,02.01.03,,DAS3,,CAF0324,"855.3305745139548"
"325",fault,N,"5",certain,certain,02.01.03,,DAS3,,CAF0325,"404.3085852642495"
"326",fault,N,"5",certain,certain,02.01.03,,DAS3,,CAF0326,"361.3243109389439"
"327",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0327,"549.0239718078834"
"328",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0328,"438.8040444351119"
"329",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0329,"1375.668870358208"
"330",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0330,"468.8088649017851"
"331",contact,N,"10",certain,certain,01.01.03,,DAS3,,CAF0331,"601.3750423223837"
"332",fault,N,"10",certain,certain,02.06.03,,DAS3,,CAF0332,"1468.847017293676"
"333",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0333,"177.0610666036567"
"334",fault,N,"10",certain,certain,02.01.01,,DAS3,,CAF0334,"2061.690833837087"
"335",fault,N,"10",certain,certain,02.01.01,,DAS3,,CAF0335,"1228.72226716906"
"336",contact,N,"10",certain,certain,01.01.01,,DAS3,,CAF0336,"881.6377266525986"
"337",contact,N,"25",certain,certain,01.01.03,,DAS3,,CAF0337,"1402.933135190548"
"338",fault,N,"5",certain,certain,02.01.01,,DAS3,,CAF0338,"556.0781295555237"
"339",contact,N,"10",certain,certain,01.01.01,,DAS3,,CAF0339,"1773.596403127418"
"340",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0340,"1223.230350596354"
"341",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0341,"1155.475243900083"
"342",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0342,"417.9871604059639"
"343",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0343,"1274.323036562568"
"344",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0344,"1316.123232271503"
"345",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0345,"752.8703501491899"
"346",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0346,"840.7094734694762"
"347",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0347,"907.6966279870762"
"348",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0348,"919.6221218534503"
"349",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0349,"658.2174677279349"
"350",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0350,"719.6524503862223"
"351",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0351,"1162.976886996979"
"352",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0352,"497.734189931859"
"353",contact,N,"10",certain,certain,01.01.01,,DAS1,,CAF0353,"222.6005346605074"
"354",contact,N,"10",certain,certain,01.01.01,,DAS1,,CAF0354,"85.32337363834131"
"355",contact,N,"10",certain,certain,01.01.01,,DAS1,,CAF0355,"252.9451690659982"
"356",waterline,N,"10",certain,certain,"15.02",,DAS1,,CAF0356,"820.2561446219723"
"357",fault,N,"10",certain,certain,02.01.01,,DAS1,,CAF0357,"825.014076085531"
"358",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0358,"128.5841712464474"
"359",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0359,"107.4895849851527"
"360",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0360,"56.3374418877012"
"361",contact,N,"10",certain,certain,01.01.01,,DAS3,,CAF0361,"1012.347694492078"
"362",contact,Y,"10",certain,certain,01.01.07,,DAS1,,CAF0362,"76.76373032634089"
"363",fault,N,"25",questionable,questionable,02.01.03,,DAS1,,CAF0363,"803.2174788915692"
"364",fault,N,"25",certain,certain,02.01.01,,DAS1,,CAF0364,"634.2437557080956"
"365",fault,N,"25",certain,certain,02.01.01,,DAS1,,CAF0365,"103.2301155616157"
"366",fault,N,"25",certain,certain,02.01.03,,DAS1,,CAF0366,"215.9070190659139"
"367",fault,N,"25",certain,certain,02.01.03,,DAS1,,CAF0367,"180.6250147838386"
"368",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0368,"961.1732536960209"
"369",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0369,"427.187971388292"
"370",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0370,"841.7843342180929"
"371",waterline,N,"5",certain,certain,"15.02",,DAS1,,CAF0371,"389.6021423700964"
"372",waterline,N,"5",certain,certain,"15.02",,DAS1,,CAF0372,"345.1623231073557"
"373",fault,N,"10",certain,certain,02.01.03,,DAS3,,CAF0373,"270.3002657656005"
"374",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0374,"291.4447316022994"
"375",fault,Y,"25",certain,certain,02.01.07,,DAS1,,CAF0375,"765.2254402477623"
"376",fault,N,"5",certain,certain,02.06.01,,DAS1,,CAF0376,"305.2901986805481"
"377",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0377,"130.7781827183441"
"378",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0378,"291.8844077887999"
"379",fault,Y,"10",certain,certain,02.01.07,,DAS1,,CAF0379,"214.6657094270472"
"380",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0380,"118.4592950200433"
"381",fault,Y,"25",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0381,"691.9435629746708"
"382",fault,N,"10",certain,certain,02.01.03,,DAS3,,CAF0382,"133.7902517764172"
"383",fault,Y,"10",certain,certain,02.01.07,,DAS3,,CAF0383,"76.32764552477705"
"384",fault,N,"10",certain,certain,02.01.03,,DAS3,,CAF0384,"342.1772897971743"
"385",fault,Y,"10",certain,certain,02.01.07,,DAS3,,CAF0385,"81.6858626265832"
"386",fault,Y,"10",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0386,"235.0999001116886"
"387",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0387,"173.2443888662799"
"388",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0388,"2820.70818452763"
"389",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0389,"3301.237507366272"
"390",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0390,"725.544208106953"
"391",fault,N,"5",certain,certain,02.06.03,,DAS1,Aerial Photo,CAF0391,"487.0451217269208"
"392",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0392,"373.5840608967709"
"393",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0393,"549.9267778158061"
"394",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0394,"562.2425157761451"
"395",fault,N,"10",certain,certain,02.06.03,,DAS1,Aerial Photo,CAF0395,"332.7112814633843"
"396",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0396,"143.1461081127449"
"397",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0397,"1534.158487503192"
"398",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0398,"1070.289666129786"
"399",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0399,"5706.847935955644"
"400",fault,N,"5",certain,certain,02.06.01,,DAS1,Lidar,CAF0400,"403.2297463552209"
"401",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0401,"618.1981873448761"
"402","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Field,CAF0402,"1317.595481570271"
"403",fault,N,"5",certain,certain,02.01.01,,DAS1,Lidar,CAF0403,"1133.532496774892"
"404",fault,N,"5",certain,certain,02.06.01,,DAS1,Aerial Photo,CAF0404,"2349.04474059281"
"405",fault,N,"5",certain,certain,02.06.01,,DAS1,Aerial Photo,CAF0405,"3072.051356290988"
"406",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0406,"1529.418338084181"
"407",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0407,"326.3799898514661"
"408",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0408,"536.5842214526442"
"409",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0409,"475.1461335904397"
"410",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0410,"5331.41165692819"
"411",fault,N,"5",certain,certain,02.06.03,,DAS1,Lidar,CAF0411,"2766.14620838368"
"412",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0412,"109.037637270865"
"413",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0413,"399.0330380247116"
"414",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0414,"989.902238505118"
"415",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0415,"638.6862430211969"
"416",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0416,"811.8542372117485"
"417",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0417,"77.63838440985052"
"418",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0418,"681.88067268955"
"419","fault, thrust",N,"5",certain,certain,02.08.01,Soda Creek thrust,DAS1,Aerial Photo,CAF0419,"6409.591281062548"
"420",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0420,"229.6306121052242"
"421",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0421,"2074.369572244827"
"422",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0422,"546.4092194139804"
"423",fault,N,"5",certain,certain,02.06.01,,DAS1,Lidar,CAF0423,"468.2199344111429"
"424",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0424,"2391.726279805996"
"425",fault,N,"5",certain,certain,02.06.01,Zim Zim fault,DAS1,Field,CAF0425,"831.809581829746"
"426",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0426,"313.7872851994503"
"427",fault,Y,"5",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0427,"17.97104150872599"
"428",contact,N,"5",certain,certain,01.01.01,,DAS1,Lidar,CAF0428,"755.7576985836356"
"429",fault,N,"5",certain,certain,02.06.01,,DAS1,Aerial Photo,CAF0429,"845.0632620159558"
"430",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0430,"573.0456207285082"
"431",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0431,"180.8466589665867"
"432",fault,N,"10",certain,certain,02.06.01,,DAS1,Aerial Photo,CAF0432,"449.2603211374675"
"433",fault,N,"5",certain,certain,02.06.01,,DAS1,Lidar,CAF0433,"1127.875179899925"
"434",fault,N,"5",questionable,questionable,02.06.03,,DAS1,Aerial Photo,CAF0434,"551.7560933508186"
"435",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0435,"271.6251242034467"
"436",fault,N,"5",certain,certain,02.06.01,,DAS1,Aerial Photo,CAF0436,"851.1280462231325"
"437",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0437,"2436.041994428436"
"438",fault,N,"5",certain,certain,02.06.01,,DAS1,Lidar,CAF0438,"635.2766436639697"
"439",fault,N,"5",certain,certain,02.06.03,,DAS1,Lidar,CAF0439,"300.2355666823665"
"440",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0440,"5600.721537903269"
"441",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0441,"513.6917624489445"
"442",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0442,"41.14165837885042"
"443",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0443,"272.6271439753688"
"444",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0444,"389.3417206029694"
"445",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0445,"401.9840810277094"
"446",contact,N,"5",certain,certain,01.01.01,,DAS1,Field,CAF0446,"597.674955689633"
"447",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0447,"3043.318099639181"
"448",fault,N,"10",certain,certain,02.01.01,,DAS1,Field,CAF0448,"315.9874134809696"
"449",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0449,"164.5697741976877"
"450",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0450,"2362.154563533613"
"451",fault,N,"10",certain,certain,02.01.03,,DAS1,,CAF0451,"883.9220589834257"
"452","fault, thrust",N,"5",certain,certain,02.08.01,Soda Creek thrust,DAS1,Aerial Photo,CAF0452,"1665.043229659703"
"453",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0453,"331.0620630451565"
"454",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0454,"847.6903095504656"
"455",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0455,"614.5502439105747"
"456",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0456,"1124.043764875278"
"457",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0457,"513.259531084747"
"458",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0458,"541.9141341568521"
"459",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0459,"1515.184658054382"
"460",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0460,"1599.284925623291"
"461",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0461,"2269.095083951508"
"462",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0462,"1622.171545720926"
"463",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0463,"315.4402047636787"
"464",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0464,"1109.542493782916"
"465",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0465,"3694.372670920057"
"466",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0466,"1800.806464896256"
"467",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0467,"651.2388801515658"
"468",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0468,"1039.307773668962"
"469",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0469,"520.1135537224628"
"470",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0470,"631.4528697037264"
"471",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0471,"797.4600072180516"
"472",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0472,"478.2364984102571"
"473",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0473,"476.3450902211065"
"474",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0474,"466.1430737467899"
"475",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0475,"339.8189010570596"
"476",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0476,"553.4884517715859"
"477",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0477,"588.3024958949647"
"478",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0478,"1153.13963060579"
"479",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0479,"472.2899719143333"
"480",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0480,"29.03634372780187"
"481",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0481,"326.9191474756705"
"482",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0482,"675.7443847054657"
"483",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0483,"506.8210562135201"
"484",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0484,"525.0448256261461"
"485",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0485,"1259.812234215804"
"486",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0486,"622.0008755703126"
"487",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0487,"130.9118428727107"
"488",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0488,"241.1580851476251"
"489",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0489,"422.0523890640625"
"490",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0490,"399.5914868776556"
"491",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0491,"585.1781934976683"
"492",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0492,"302.1591997812693"
"493",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0493,"313.1395471542907"
"494",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0494,"423.7674567597775"
"495",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0495,"705.704519411135"
"496","fault, thrust",N,"5",certain,certain,02.08.01,Soda Creek thrust,DAS1,Aerial Photo,CAF0496,"511.4072662826852"
"497","fault, thrust",Y,"5",certain,certain,02.08.07,Soda Creek thrust,DAS1,Aerial Photo,CAF0497,"114.4702830404945"
"498","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0498,"401.6747348649426"
"499",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0499,"1913.059430395836"
"500",fault,N,"10",certain,certain,02.06.01,,DAS1,Lidar,CAF0500,"876.0280691305908"
"501",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0501,"245.0284856919622"
"502",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0502,"912.0062336409122"
"503",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0503,"986.2640440224282"
"504","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0504,"50.95193494518364"
"505","fault, thrust",Y,"5",certain,certain,02.08.07,,DAS1,Aerial Photo,CAF0505,"18.91877216335926"
"506","fault, thrust",N,"5",certain,certain,02.08.01,,DAS1,Aerial Photo,CAF0506,"423.7128632573718"
"507",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0507,"1653.772968060404"
"508",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0508,"960.3029895775776"
"509",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0509,"949.1458558717077"
"510",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0510,"561.7152227398569"
"511",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0511,"176.2827974134572"
"512",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0512,"206.6497941531821"
"513",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0513,"669.8734224526729"
"514",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0514,"1780.722717332264"
"515",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0515,"556.2390045243513"
"516",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0516,"754.1556185170239"
"517",fault,N,"10",questionable,questionable,02.01.03,,DAS1,,CAF0517,"375.2777068176141"
"518",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0518,"1128.172635819273"
"519",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0519,"468.7359786728115"
"520",fault,N,"5",certain,certain,02.01.01,,DAS1,Field,CAF0520,"306.0281549078445"
"521",fault,N,"10",certain,certain,02.06.03,,DAS1,Lidar,CAF0521,"839.7840848178064"
"522",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0522,"3780.510191054806"
"523",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0523,"710.9364985694885"
"524",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0524,"1043.04742172914"
"525",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0525,"353.6255606041244"
"526",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0526,"828.7139344528266"
"527",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0527,"464.327942750027"
"528",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0528,"573.1143283865745"
"529",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0529,"623.9966326390103"
"530",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0530,"1131.881151122179"
"531",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0531,"1359.328878067191"
"532",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0532,"1428.107201742939"
"533",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0533,"747.9329840523083"
"534",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0534,"1182.847729036866"
"535",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0535,"506.204513322155"
"536",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0536,"731.3718743136043"
"537",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0537,"179.3927554674627"
"538",fault,N,"10",certain,certain,02.06.03,,DAS1,Lidar,CAF0538,"552.1745857733872"
"539",fault,N,"10",certain,certain,02.06.03,,DAS1,Lidar,CAF0539,"325.6258549328786"
"540",fault,N,"5",certain,certain,02.06.01,,DAS1,Lidar,CAF0540,"701.0281763334585"
"541",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0541,"683.4308823054871"
"542",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0542,"284.070162024863"
"543",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0543,"373.4108848603445"
"544",fault,Y,"10",certain,certain,02.01.07,,DAS1,Aerial photo,CAF0544,"333.45032864053"
"545",fault,N,"10",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0545,"156.0367826877324"
"546",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0546,"624.6985684626924"
"547",fault,N,"5",certain,certain,02.01.03,,DAS1,Aerial Photo,CAF0547,"306.311275855325"
"548",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial Photo,CAF0548,"1251.782385631263"
"549",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0549,"472.8216058321696"
"550",fault,Y,"5",certain,certain,02.01.07,,DAS1,Aerial Photo,CAF0550,"294.2093330070624"
"551",fault,N,"5",certain,certain,02.01.01,,DAS1,Aerial Photo,CAF0551,"255.8969020491281"
"552",fault,N,"5",certain,certain,02.01.03,,DAS1,,CAF0552,"1505.792844293007"
"553",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0553,"459.7435428546576"
"554",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0554,"1072.887360244232"
"555",contact,N,"5",certain,certain,01.01.01,,DAS1,Aerial photo,CAF0555,"170.254432952203"
"556",fault,N,"5",certain,certain,02.01.01,,DAS1,,CAF0556,"143.724949020357"
"557",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0557,"286.8802645075985"
"558",contact,N,"5",certain,certain,01.01.01,,DAS1,,CAF0558,"765.4058305840674"
